,param,importance,dataset,algorithm
1482,min_samples_leaf,0.7947717522960656,kr-vs-kp,RandomForest
1483,min_samples_split,0.0009086648682262,kr-vs-kp,RandomForest
1484,('bootstrap'; 'min_samples_leaf'),0.0241979670518508,kr-vs-kp,RandomForest
1485,('max_features'; 'min_samples_leaf'),0.0235236440085364,kr-vs-kp,RandomForest
1486,('bootstrap'; 'max_features'),0.0101372413743881,kr-vs-kp,RandomForest
1487,('min_samples_leaf'; 'min_samples_split'),0.0061485475563923,kr-vs-kp,RandomForest
1488,('max_features'; 'min_samples_split'),0.0016910174483257,kr-vs-kp,RandomForest
1489,('criterion'; 'min_samples_leaf'),0.0010746037744789,kr-vs-kp,RandomForest
1490,('bootstrap'; 'min_samples_split'),0.0007524610034428,kr-vs-kp,RandomForest
1491,('criterion'; 'max_features'),0.0006564874518468,kr-vs-kp,RandomForest
1492,('bootstrap'; 'criterion'),0.0001629472778539,kr-vs-kp,RandomForest
1493,('criterion'; 'min_samples_split'),0.0001519798827293,kr-vs-kp,RandomForest
1494,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0188759202952515,kr-vs-kp,RandomForest
1495,('bootstrap'; 'max_features'; 'min_samples_split'),0.0014217643845369,kr-vs-kp,RandomForest
1496,C,0.0061317856190524,kr-vs-kp,SVM
1497,coef0,0.000860593431656,kr-vs-kp,SVM
1498,gamma,0.3056486984703669,kr-vs-kp,SVM
1499,kernel,0.449536520924691,kr-vs-kp,SVM
1500,shrinking,5.138289805303961e-06,kr-vs-kp,SVM
1501,tol,0.0022642584418366,kr-vs-kp,SVM
1502,('gamma'; 'kernel'),0.2085514408093398,kr-vs-kp,SVM
1503,('C'; 'gamma'),0.0042238029719974,kr-vs-kp,SVM
1504,('gamma'; 'tol'),0.0040335796646151,kr-vs-kp,SVM
1505,('coef0'; 'gamma'),0.0021572105897187,kr-vs-kp,SVM
1506,('C'; 'kernel'),0.0020732607107331,kr-vs-kp,SVM
1507,('kernel'; 'tol'),0.0019847387913979,kr-vs-kp,SVM
1508,('coef0'; 'kernel'),0.000724178024168,kr-vs-kp,SVM
1509,('C'; 'tol'),0.0004328289153222,kr-vs-kp,SVM
1510,('C'; 'coef0'),0.0001651895842824,kr-vs-kp,SVM
1511,('coef0'; 'tol'),0.0001556490216361,kr-vs-kp,SVM
1512,('C'; 'kernel'; 'gamma'),0.0023328015551823,kr-vs-kp,SVM
1513,algorithm,0.0255120322165435,mfeat-zernike,AdaBoost
1514,learning_rate,0.0896226806458757,mfeat-zernike,AdaBoost
1515,max_depth,0.6291101106632736,mfeat-zernike,AdaBoost
1516,n_estimators,0.026003514664486,mfeat-zernike,AdaBoost
1517,('learning_rate'; 'max_depth'),0.0542147505705958,mfeat-zernike,AdaBoost
1518,('max_depth'; 'n_estimators'),0.0476689947601873,mfeat-zernike,AdaBoost
1519,('algorithm'; 'max_depth'),0.0307142198233349,mfeat-zernike,AdaBoost
1520,('learning_rate'; 'n_estimators'),0.0158111017517943,mfeat-zernike,AdaBoost
1521,('algorithm'; 'learning_rate'),0.013506865910225,mfeat-zernike,AdaBoost
1522,('algorithm'; 'n_estimators'),0.0059227562403081,mfeat-zernike,AdaBoost
1523,('algorithm'; 'max_depth'; 'learning_rate'),0.0140788344470151,mfeat-zernike,AdaBoost
1524,criterion,0.0001583712274732,mfeat-zernike,GradientBoosting
1525,learning_rate,0.7372141154124072,mfeat-zernike,GradientBoosting
1526,max_depth,0.0059867726734233,mfeat-zernike,GradientBoosting
1527,max_features,0.0084206560597277,mfeat-zernike,GradientBoosting
1528,min_samples_leaf,0.00745639759475,mfeat-zernike,GradientBoosting
1529,min_samples_split,0.0007409530315287,mfeat-zernike,GradientBoosting
1530,n_estimators,0.0095537043293138,mfeat-zernike,GradientBoosting
1531,('learning_rate'; 'n_estimators'),0.0309444969646682,mfeat-zernike,GradientBoosting
1532,('learning_rate'; 'max_depth'),0.0279060028839605,mfeat-zernike,GradientBoosting
1533,('learning_rate'; 'min_samples_leaf'),0.0227700734431141,mfeat-zernike,GradientBoosting
1534,('learning_rate'; 'max_features'),0.0177932503562896,mfeat-zernike,GradientBoosting
1535,('max_depth'; 'n_estimators'),0.0056614804303611,mfeat-zernike,GradientBoosting
1536,('max_depth'; 'min_samples_leaf'),0.0042289164732312,mfeat-zernike,GradientBoosting
1537,('learning_rate'; 'min_samples_split'),0.0040843295737172,mfeat-zernike,GradientBoosting
1538,('max_features'; 'n_estimators'),0.0034555681738841,mfeat-zernike,GradientBoosting
1539,('min_samples_leaf'; 'n_estimators'),0.0024680799485851,mfeat-zernike,GradientBoosting
1540,('max_depth'; 'max_features'),0.0022517710640274,mfeat-zernike,GradientBoosting
1541,('criterion'; 'max_features'; 'min_samples_leaf'),9.740578780216674e-05,mfeat-zernike,GradientBoosting
1542,bootstrap,0.098627612822653,mfeat-zernike,ExtraTrees
1543,criterion,0.0066735571754711,mfeat-zernike,ExtraTrees
1544,max_features,0.0279139346078482,mfeat-zernike,ExtraTrees
1545,min_samples_leaf,0.6512442815103208,mfeat-zernike,ExtraTrees
1546,min_samples_split,0.0120264592529859,mfeat-zernike,ExtraTrees
1547,('min_samples_leaf'; 'min_samples_split'),0.027233625127033,mfeat-zernike,ExtraTrees
1548,('max_features'; 'min_samples_leaf'),0.0260355106888412,mfeat-zernike,ExtraTrees
1549,('bootstrap'; 'min_samples_leaf'),0.0130929632539471,mfeat-zernike,ExtraTrees
1550,('criterion'; 'min_samples_leaf'),0.0074186902943733,mfeat-zernike,ExtraTrees
1551,('bootstrap'; 'max_features'),0.0061182380449793,mfeat-zernike,ExtraTrees
1552,('max_features'; 'min_samples_split'),0.0049009708768463,mfeat-zernike,ExtraTrees
1553,('bootstrap'; 'min_samples_split'),0.0039971849357633,mfeat-zernike,ExtraTrees
1554,('criterion'; 'max_features'),0.0025289827086358,mfeat-zernike,ExtraTrees
1555,('criterion'; 'min_samples_split'),0.0021070620939421,mfeat-zernike,ExtraTrees
1556,('bootstrap'; 'criterion'),0.0008409853579931,mfeat-zernike,ExtraTrees
1557,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0199864351073143,mfeat-zernike,ExtraTrees
1558,('bootstrap'; 'max_features'; 'min_samples_split'),0.0037378747448605,mfeat-zernike,ExtraTrees
1559,criterion,0.0075674267344084,mfeat-zernike,DecisionTree
1560,max_features,0.681939498448689,mfeat-zernike,DecisionTree
1561,min_samples_leaf,0.0628204314383761,mfeat-zernike,DecisionTree
1562,min_samples_split,0.0069369376577945,mfeat-zernike,DecisionTree
1563,('max_features'; 'min_samples_leaf'),0.0687657826044087,mfeat-zernike,DecisionTree
1564,('max_features'; 'min_samples_split'),0.0281253051267389,mfeat-zernike,DecisionTree
1565,('min_samples_leaf'; 'min_samples_split'),0.017182463033956,mfeat-zernike,DecisionTree
1566,('criterion'; 'max_features'),0.0135823992787419,mfeat-zernike,DecisionTree
1567,('criterion'; 'min_samples_leaf'),0.0058613118995481,mfeat-zernike,DecisionTree
1568,('criterion'; 'min_samples_split'),0.0040016382339827,mfeat-zernike,DecisionTree
1569,('criterion'; 'max_features'; 'min_samples_leaf'),0.0234371512116163,mfeat-zernike,DecisionTree
1570,bootstrap,0.0032438722054988,mfeat-zernike,RandomForest
1571,criterion,0.0004274341490043,mfeat-zernike,RandomForest
1572,max_features,0.4108250925250756,mfeat-zernike,RandomForest
1573,min_samples_leaf,0.3552879705791059,mfeat-zernike,RandomForest
1574,min_samples_split,0.0045646509505692,mfeat-zernike,RandomForest
1575,('bootstrap'; 'max_features'),0.0701666723003512,mfeat-zernike,RandomForest
1576,('max_features'; 'min_samples_leaf'),0.0354808304168399,mfeat-zernike,RandomForest
1577,('min_samples_leaf'; 'min_samples_split'),0.0215940828516693,mfeat-zernike,RandomForest
1578,('max_features'; 'min_samples_split'),0.0096731656903546,mfeat-zernike,RandomForest
1579,('bootstrap'; 'min_samples_leaf'),0.0051906776297296,mfeat-zernike,RandomForest
1580,('criterion'; 'max_features'),0.0014301955558385,mfeat-zernike,RandomForest
1581,('bootstrap'; 'min_samples_split'),0.0013340819653221,mfeat-zernike,RandomForest
1582,('criterion'; 'min_samples_leaf'),0.0011912003648613,mfeat-zernike,RandomForest
1583,('bootstrap'; 'criterion'),0.0004862890295049,mfeat-zernike,RandomForest
1584,('criterion'; 'min_samples_split'),0.0003700170738075,mfeat-zernike,RandomForest
1585,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0205116600168574,mfeat-zernike,RandomForest
1586,('bootstrap'; 'max_features'; 'min_samples_split'),0.0044046470871176,mfeat-zernike,RandomForest
1587,C,0.0040032064160232,mfeat-zernike,SVM
1588,coef0,0.0011288294810928,mfeat-zernike,SVM
1589,gamma,0.4873001128996073,mfeat-zernike,SVM
1590,kernel,0.0984934197873296,mfeat-zernike,SVM
1591,shrinking,1.7294917241823965e-05,mfeat-zernike,SVM
1592,tol,0.0016801586163433,mfeat-zernike,SVM
1593,('gamma'; 'kernel'),0.3508223246228066,mfeat-zernike,SVM
1594,('gamma'; 'tol'),0.0081493464657315,mfeat-zernike,SVM
1595,('C'; 'gamma'),0.0072575077390534,mfeat-zernike,SVM
1596,('C'; 'coef0'),0.0050645173297749,mfeat-zernike,SVM
1597,('coef0'; 'gamma'),0.0039973518651788,mfeat-zernike,SVM
1598,('C'; 'tol'),0.002069164280645,mfeat-zernike,SVM
1599,('C'; 'kernel'),0.0018185627685869,mfeat-zernike,SVM
1600,('coef0'; 'tol'),0.0017297662673125,mfeat-zernike,SVM
1601,('kernel'; 'tol'),0.0009219984318301,mfeat-zernike,SVM
1602,('coef0'; 'kernel'),0.0008445592433069,mfeat-zernike,SVM
1603,('C'; 'kernel'; 'gamma'),0.0039735265752929,mfeat-zernike,SVM
1604,algorithm,0.0047859775638214,phpfrJpBS,AdaBoost
1605,learning_rate,0.1078153961413551,phpfrJpBS,AdaBoost
1606,max_depth,0.6396232663182284,phpfrJpBS,AdaBoost
1607,n_estimators,0.0116716994905102,phpfrJpBS,AdaBoost
1608,('learning_rate'; 'max_depth'),0.0946345719732194,phpfrJpBS,AdaBoost
1609,('max_depth'; 'n_estimators'),0.0279851208659907,phpfrJpBS,AdaBoost
1610,('learning_rate'; 'n_estimators'),0.0146191415105399,phpfrJpBS,AdaBoost
1611,('algorithm'; 'learning_rate'),0.0117231646454539,phpfrJpBS,AdaBoost
1612,('algorithm'; 'max_depth'),0.0108114528934547,phpfrJpBS,AdaBoost
1613,('algorithm'; 'n_estimators'),0.0013631696695066,phpfrJpBS,AdaBoost
1614,('algorithm'; 'max_depth'; 'learning_rate'),0.0293979980138774,phpfrJpBS,AdaBoost
1615,criterion,4.996963061821887e-06,phpfrJpBS,GradientBoosting
1616,learning_rate,0.0510154710714163,phpfrJpBS,GradientBoosting
1617,max_depth,0.7849086076819553,phpfrJpBS,GradientBoosting
1618,max_features,0.0211226567050248,phpfrJpBS,GradientBoosting
1619,min_samples_leaf,0.0004689395438048,phpfrJpBS,GradientBoosting
1620,min_samples_split,0.0009852827110818,phpfrJpBS,GradientBoosting
1621,n_estimators,0.003137902804725,phpfrJpBS,GradientBoosting
1622,('learning_rate'; 'max_depth'),0.0537454331491451,phpfrJpBS,GradientBoosting
1623,('max_depth'; 'min_samples_split'),0.012012208580253,phpfrJpBS,GradientBoosting
1624,('learning_rate'; 'max_features'),0.0086071878973573,phpfrJpBS,GradientBoosting
1625,('learning_rate'; 'n_estimators'),0.0063981577445762,phpfrJpBS,GradientBoosting
1626,('max_depth'; 'n_estimators'),0.0062804968235049,phpfrJpBS,GradientBoosting
1627,('max_depth'; 'min_samples_leaf'),0.0058031212894585,phpfrJpBS,GradientBoosting
1628,('max_depth'; 'max_features'),0.0046900037791847,phpfrJpBS,GradientBoosting
1629,('max_features'; 'min_samples_leaf'),0.0025452121393157,phpfrJpBS,GradientBoosting
1630,('learning_rate'; 'min_samples_leaf'),0.0024460276849525,phpfrJpBS,GradientBoosting
1631,('min_samples_split'; 'n_estimators'),0.0023660197174375,phpfrJpBS,GradientBoosting
1632,('criterion'; 'max_features'; 'min_samples_leaf'),8.24328658981214e-08,phpfrJpBS,GradientBoosting
1633,bootstrap,0.0495635593966029,phpfrJpBS,ExtraTrees
1634,criterion,0.0001907968652131,phpfrJpBS,ExtraTrees
1635,max_features,0.5812986380928392,phpfrJpBS,ExtraTrees
1636,min_samples_leaf,0.279155741896407,phpfrJpBS,ExtraTrees
1637,min_samples_split,0.0028226193704529,phpfrJpBS,ExtraTrees
1638,('max_features'; 'min_samples_leaf'),0.0255587224985291,phpfrJpBS,ExtraTrees
1639,('min_samples_leaf'; 'min_samples_split'),0.006147474413814,phpfrJpBS,ExtraTrees
1640,('bootstrap'; 'min_samples_leaf'),0.0054438907631692,phpfrJpBS,ExtraTrees
1641,('max_features'; 'min_samples_split'),0.0052807850911458,phpfrJpBS,ExtraTrees
1642,('bootstrap'; 'max_features'),0.0049181467413354,phpfrJpBS,ExtraTrees
1643,('bootstrap'; 'min_samples_split'),0.0006750564089153,phpfrJpBS,ExtraTrees
1644,('criterion'; 'max_features'),0.0006163987334862,phpfrJpBS,ExtraTrees
1645,('criterion'; 'min_samples_leaf'),0.0003603337691762,phpfrJpBS,ExtraTrees
1646,('criterion'; 'min_samples_split'),0.0001700919324134,phpfrJpBS,ExtraTrees
1647,('bootstrap'; 'criterion'),7.981186467792293e-05,phpfrJpBS,ExtraTrees
1648,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0139557520115405,phpfrJpBS,ExtraTrees
1649,('bootstrap'; 'max_features'; 'min_samples_split'),0.0020133618639016,phpfrJpBS,ExtraTrees
1650,criterion,0.0001014111295257,phpfrJpBS,DecisionTree
1651,max_features,0.892397594577536,phpfrJpBS,DecisionTree
1652,min_samples_leaf,0.0341393244307934,phpfrJpBS,DecisionTree
1653,min_samples_split,0.0016311172662179,phpfrJpBS,DecisionTree
1654,('max_features'; 'min_samples_leaf'),0.0262019238809626,phpfrJpBS,DecisionTree
1655,('max_features'; 'min_samples_split'),0.0090910881719563,phpfrJpBS,DecisionTree
1656,('min_samples_leaf'; 'min_samples_split'),0.0061745402339546,phpfrJpBS,DecisionTree
1657,('criterion'; 'max_features'),0.0017476945156396,phpfrJpBS,DecisionTree
1658,('criterion'; 'min_samples_leaf'),0.0013499258211896,phpfrJpBS,DecisionTree
1659,('criterion'; 'min_samples_split'),0.0004825888628345,phpfrJpBS,DecisionTree
1660,('criterion'; 'max_features'; 'min_samples_leaf'),0.0033468388496646,phpfrJpBS,DecisionTree
1661,bootstrap,0.0106275028031817,phpfrJpBS,RandomForest
1662,criterion,0.0013919455559494,phpfrJpBS,RandomForest
1663,max_features,0.6318072647172199,phpfrJpBS,RandomForest
1664,min_samples_leaf,0.2117770151967533,phpfrJpBS,RandomForest
1665,min_samples_split,0.0024621091606083,phpfrJpBS,RandomForest
1666,('max_features'; 'min_samples_leaf'),0.0769571491161991,phpfrJpBS,RandomForest
1667,('bootstrap'; 'max_features'),0.0126646830188272,phpfrJpBS,RandomForest
1668,('max_features'; 'min_samples_split'),0.00731115054508,phpfrJpBS,RandomForest
1669,('min_samples_leaf'; 'min_samples_split'),0.0067642618674374,phpfrJpBS,RandomForest
1670,('bootstrap'; 'min_samples_leaf'),0.002344424269758,phpfrJpBS,RandomForest
1671,('criterion'; 'min_samples_leaf'),0.0010622280840135,phpfrJpBS,RandomForest
1672,('criterion'; 'max_features'),0.0009820244176547,phpfrJpBS,RandomForest
1673,('bootstrap'; 'min_samples_split'),0.0003462745990427,phpfrJpBS,RandomForest
1674,('bootstrap'; 'criterion'),0.0001308452544551,phpfrJpBS,RandomForest
1675,('criterion'; 'min_samples_split'),0.0001279220533796,phpfrJpBS,RandomForest
1676,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.008068313300785,phpfrJpBS,RandomForest
1677,('bootstrap'; 'max_features'; 'min_samples_split'),0.0019474817606968,phpfrJpBS,RandomForest
1678,C,0.0002347724133824,phpfrJpBS,SVM
1679,coef0,0.0008868940973032,phpfrJpBS,SVM
1680,gamma,0.082495921435429,phpfrJpBS,SVM
1681,kernel,0.8363080763254747,phpfrJpBS,SVM
1682,shrinking,2.1906120031146623e-05,phpfrJpBS,SVM
1683,tol,0.0010830050712172,phpfrJpBS,SVM
1684,('gamma'; 'kernel'),0.0600218342645665,phpfrJpBS,SVM
1685,('coef0'; 'gamma'),0.0017345359077752,phpfrJpBS,SVM
1686,('kernel'; 'tol'),0.0016761632519801,phpfrJpBS,SVM
1687,('gamma'; 'tol'),0.0013684168561015,phpfrJpBS,SVM
1688,('C'; 'gamma'),0.0011319433865179,phpfrJpBS,SVM
1689,('coef0'; 'kernel'),0.0008669057916939,phpfrJpBS,SVM
1690,('C'; 'tol'),0.0007902080563333,phpfrJpBS,SVM
1691,('coef0'; 'tol'),0.0004145817764527,phpfrJpBS,SVM
1692,('gamma'; 'shrinking'),0.0002883985640058,phpfrJpBS,SVM
1693,('C'; 'kernel'),0.0002734709576705,phpfrJpBS,SVM
1694,('C'; 'kernel'; 'gamma'),0.0011417890255531,phpfrJpBS,SVM
1695,algorithm,0.0784124883379664,phpWfYmlu,AdaBoost
1696,learning_rate,0.4071668214663244,phpWfYmlu,AdaBoost
1697,max_depth,0.0332918843221583,phpWfYmlu,AdaBoost
1698,n_estimators,0.0972843012699677,phpWfYmlu,AdaBoost
1699,('learning_rate'; 'n_estimators'),0.0905094966796465,phpWfYmlu,AdaBoost
1700,('learning_rate'; 'max_depth'),0.0452056558596643,phpWfYmlu,AdaBoost
1701,('algorithm'; 'max_depth'),0.0400168560677089,phpWfYmlu,AdaBoost
1702,('algorithm'; 'learning_rate'),0.0391894865741338,phpWfYmlu,AdaBoost
1703,('max_depth'; 'n_estimators'),0.0269234980175731,phpWfYmlu,AdaBoost
1704,('algorithm'; 'n_estimators'),0.0172362834780018,phpWfYmlu,AdaBoost
1705,('algorithm'; 'max_depth'; 'learning_rate'),0.020356687068223,phpWfYmlu,AdaBoost
1706,criterion,9.368358402024e-05,phpWfYmlu,GradientBoosting
1707,learning_rate,0.3139406771675038,phpWfYmlu,GradientBoosting
1708,max_depth,0.1281954633512271,phpWfYmlu,GradientBoosting
1709,max_features,0.0129605837431204,phpWfYmlu,GradientBoosting
1710,min_samples_leaf,0.0018983815386323,phpWfYmlu,GradientBoosting
1711,min_samples_split,0.0011981136301049,phpWfYmlu,GradientBoosting
1712,n_estimators,0.0680158301788703,phpWfYmlu,GradientBoosting
1713,('learning_rate'; 'max_depth'),0.1367918572613833,phpWfYmlu,GradientBoosting
1714,('learning_rate'; 'n_estimators'),0.0718415950139824,phpWfYmlu,GradientBoosting
1715,('max_depth'; 'n_estimators'),0.0393604107678534,phpWfYmlu,GradientBoosting
1716,('learning_rate'; 'max_features'),0.0317705242725532,phpWfYmlu,GradientBoosting
1717,('learning_rate'; 'min_samples_leaf'),0.0222748216303135,phpWfYmlu,GradientBoosting
1718,('max_depth'; 'max_features'),0.0137795497651223,phpWfYmlu,GradientBoosting
1719,('learning_rate'; 'min_samples_split'),0.0087577708881346,phpWfYmlu,GradientBoosting
1720,('min_samples_leaf'; 'n_estimators'),0.0046245389003052,phpWfYmlu,GradientBoosting
1721,('max_features'; 'n_estimators'),0.0040848821231975,phpWfYmlu,GradientBoosting
1722,('max_depth'; 'min_samples_leaf'),0.0039759569431217,phpWfYmlu,GradientBoosting
1723,('criterion'; 'max_features'; 'min_samples_leaf'),2.043137045300481e-05,phpWfYmlu,GradientBoosting
1724,bootstrap,0.0001758752074783,phpWfYmlu,ExtraTrees
1725,criterion,0.0001974984834289,phpWfYmlu,ExtraTrees
1726,max_features,0.7610427277557519,phpWfYmlu,ExtraTrees
1727,min_samples_leaf,0.1299978941141136,phpWfYmlu,ExtraTrees
1728,min_samples_split,0.0013195003882487,phpWfYmlu,ExtraTrees
1729,('max_features'; 'min_samples_leaf'),0.0475894162810719,phpWfYmlu,ExtraTrees
1730,('max_features'; 'min_samples_split'),0.0077309909298389,phpWfYmlu,ExtraTrees
1731,('min_samples_leaf'; 'min_samples_split'),0.0041718898842222,phpWfYmlu,ExtraTrees
1732,('bootstrap'; 'max_features'),0.0028592741076656,phpWfYmlu,ExtraTrees
1733,('criterion'; 'max_features'),0.0019390965159788,phpWfYmlu,ExtraTrees
1734,('bootstrap'; 'min_samples_leaf'),0.0012654893746051,phpWfYmlu,ExtraTrees
1735,('criterion'; 'min_samples_leaf'),0.0012016853105299,phpWfYmlu,ExtraTrees
1736,('criterion'; 'min_samples_split'),0.0004473564309618,phpWfYmlu,ExtraTrees
1737,('bootstrap'; 'min_samples_split'),0.0003504097651055,phpWfYmlu,ExtraTrees
1738,('bootstrap'; 'criterion'),0.0001163415184585,phpWfYmlu,ExtraTrees
1739,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0060624517458972,phpWfYmlu,ExtraTrees
1740,('bootstrap'; 'max_features'; 'min_samples_split'),0.001059292846868,phpWfYmlu,ExtraTrees
1741,criterion,0.0741664932290149,phpWfYmlu,DecisionTree
1742,max_features,0.0849566670464122,phpWfYmlu,DecisionTree
1743,min_samples_leaf,0.457512448839265,phpWfYmlu,DecisionTree
1744,min_samples_split,0.0107613503838159,phpWfYmlu,DecisionTree
1745,('max_features'; 'min_samples_leaf'),0.0781400833193076,phpWfYmlu,DecisionTree
1746,('min_samples_leaf'; 'min_samples_split'),0.0485517247075279,phpWfYmlu,DecisionTree
1747,('criterion'; 'min_samples_leaf'),0.0256428460861012,phpWfYmlu,DecisionTree
1748,('criterion'; 'max_features'),0.0198401931190236,phpWfYmlu,DecisionTree
1749,('max_features'; 'min_samples_split'),0.0166176618972297,phpWfYmlu,DecisionTree
1750,('criterion'; 'min_samples_split'),0.0075474579786288,phpWfYmlu,DecisionTree
1751,('criterion'; 'max_features'; 'min_samples_leaf'),0.0528660143729264,phpWfYmlu,DecisionTree
1752,bootstrap,0.1866544423138817,phpWfYmlu,RandomForest
1753,criterion,0.0211014381546243,phpWfYmlu,RandomForest
1754,max_features,0.2634429029709108,phpWfYmlu,RandomForest
1755,min_samples_leaf,0.2804857679393534,phpWfYmlu,RandomForest
1756,min_samples_split,0.0012475358099051,phpWfYmlu,RandomForest
1757,('bootstrap'; 'max_features'),0.1323340052147774,phpWfYmlu,RandomForest
1758,('max_features'; 'min_samples_leaf'),0.0220103172907161,phpWfYmlu,RandomForest
1759,('bootstrap'; 'min_samples_leaf'),0.0082280413230127,phpWfYmlu,RandomForest
1760,('max_features'; 'min_samples_split'),0.0048621733665662,phpWfYmlu,RandomForest
1761,('criterion'; 'max_features'),0.004430917625614,phpWfYmlu,RandomForest
1762,('criterion'; 'min_samples_leaf'),0.0035608457088662,phpWfYmlu,RandomForest
1763,('min_samples_leaf'; 'min_samples_split'),0.003326660624583,phpWfYmlu,RandomForest
1764,('bootstrap'; 'criterion'),0.0011277351074756,phpWfYmlu,RandomForest
1765,('bootstrap'; 'min_samples_split'),0.0009771510377637,phpWfYmlu,RandomForest
1766,('criterion'; 'min_samples_split'),0.0007116646707772,phpWfYmlu,RandomForest
1767,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0170026130633117,phpWfYmlu,RandomForest
1768,('bootstrap'; 'max_features'; 'min_samples_split'),0.0028518076094129,phpWfYmlu,RandomForest
1769,C,0.0015706739146431,phpWfYmlu,SVM
1770,coef0,0.0409877098844157,phpWfYmlu,SVM
1771,gamma,0.226334393365604,phpWfYmlu,SVM
1772,kernel,0.1596945545804891,phpWfYmlu,SVM
1773,shrinking,1.770258232987291e-05,phpWfYmlu,SVM
1774,tol,0.0014177332201926,phpWfYmlu,SVM
1775,('gamma'; 'kernel'),0.4021510018193566,phpWfYmlu,SVM
1776,('coef0'; 'kernel'),0.0391635558296586,phpWfYmlu,SVM
1777,('coef0'; 'gamma'),0.0383905801326946,phpWfYmlu,SVM
1778,('gamma'; 'tol'),0.0072795444776585,phpWfYmlu,SVM
1779,('C'; 'gamma'),0.0062119517281904,phpWfYmlu,SVM
1780,('C'; 'kernel'),0.0017234429796044,phpWfYmlu,SVM
1781,('kernel'; 'tol'),0.0015086136760464,phpWfYmlu,SVM
1782,('coef0'; 'tol'),0.0012962019122595,phpWfYmlu,SVM
1783,('C'; 'coef0'),0.000787571496334,phpWfYmlu,SVM
1784,('C'; 'tol'),0.0004407497201479,phpWfYmlu,SVM
1785,('C'; 'kernel'; 'gamma'),0.0066998682883231,phpWfYmlu,SVM
1786,algorithm,0.0938577003467631,churn,AdaBoost
1787,learning_rate,0.2629203073615242,churn,AdaBoost
1788,max_depth,0.3199420539281239,churn,AdaBoost
1789,n_estimators,0.0136899934096046,churn,AdaBoost
1790,('learning_rate'; 'max_depth'),0.0876448938587317,churn,AdaBoost
1791,('algorithm'; 'max_depth'),0.0485374311566836,churn,AdaBoost
1792,('algorithm'; 'learning_rate'),0.0280169931592253,churn,AdaBoost
1793,('learning_rate'; 'n_estimators'),0.0198351737345728,churn,AdaBoost
1794,('max_depth'; 'n_estimators'),0.0123243320101291,churn,AdaBoost
1795,('algorithm'; 'n_estimators'),0.0048132730559973,churn,AdaBoost
1796,('algorithm'; 'max_depth'; 'learning_rate'),0.0560367334402564,churn,AdaBoost
1797,criterion,0.0001122415356529,churn,GradientBoosting
1798,learning_rate,0.2908775676473307,churn,GradientBoosting
1799,max_depth,0.2163471917297815,churn,GradientBoosting
1800,max_features,0.0301493171736009,churn,GradientBoosting
1801,min_samples_leaf,0.0283041017291263,churn,GradientBoosting
1802,min_samples_split,0.0015642554542891,churn,GradientBoosting
1803,n_estimators,0.0028783583737733,churn,GradientBoosting
1804,('learning_rate'; 'max_depth'),0.0792904279905022,churn,GradientBoosting
1805,('learning_rate'; 'min_samples_leaf'),0.0720381464941695,churn,GradientBoosting
1806,('learning_rate'; 'max_features'),0.0329925816576544,churn,GradientBoosting
1807,('max_depth'; 'max_features'),0.0173888263648955,churn,GradientBoosting
1808,('learning_rate'; 'n_estimators'),0.0115767686852635,churn,GradientBoosting
1809,('max_depth'; 'min_samples_leaf'),0.0112147956972038,churn,GradientBoosting
1810,('max_features'; 'min_samples_split'),0.0074506764024811,churn,GradientBoosting
1811,('max_features'; 'min_samples_leaf'),0.0056712871791714,churn,GradientBoosting
1812,('learning_rate'; 'min_samples_split'),0.0045254787560498,churn,GradientBoosting
1813,('max_features'; 'n_estimators'),0.003809724534953,churn,GradientBoosting
1814,('criterion'; 'max_features'; 'min_samples_leaf'),0.0004016622168271,churn,GradientBoosting
1815,bootstrap,0.0137750734035089,churn,ExtraTrees
1816,criterion,5.443889055839089e-05,churn,ExtraTrees
1817,max_features,0.8188492396627016,churn,ExtraTrees
1818,min_samples_leaf,0.092102495139888,churn,ExtraTrees
1819,min_samples_split,0.0005711045077032,churn,ExtraTrees
1820,('max_features'; 'min_samples_leaf'),0.0348856935053081,churn,ExtraTrees
1821,('bootstrap'; 'max_features'),0.004410652455395,churn,ExtraTrees
1822,('max_features'; 'min_samples_split'),0.0038177896948004,churn,ExtraTrees
1823,('bootstrap'; 'min_samples_leaf'),0.002420084539563,churn,ExtraTrees
1824,('min_samples_leaf'; 'min_samples_split'),0.0016708523597007,churn,ExtraTrees
1825,('criterion'; 'max_features'),0.0007711808069729,churn,ExtraTrees
1826,('bootstrap'; 'min_samples_split'),0.0005309327312443,churn,ExtraTrees
1827,('criterion'; 'min_samples_leaf'),0.0001832901172118,churn,ExtraTrees
1828,('criterion'; 'min_samples_split'),0.000113181311919,churn,ExtraTrees
1829,('bootstrap'; 'criterion'),5.213919777448202e-05,churn,ExtraTrees
1830,('bootstrap'; 'max_features'; 'min_samples_leaf'),0.0093564267883233,churn,ExtraTrees
